ReceiptDate;Qty;Month;Year;WeekDay;LastQty;Interval;PeriodsSepLastTwoNnZeroDemands;ZNZDemand
2019-08-08;0;8;2019;3;1.0;63.0;;0
2019-08-09;0;8;2019;4;1.0;64.0;;0
2019-08-10;0;8;2019;5;1.0;65.0;;0
2019-08-11;0;8;2019;6;1.0;66.0;;0
2019-08-12;0;8;2019;0;1.0;67.0;;0
2019-08-13;0;8;2019;1;1.0;68.0;;0
2019-08-14;0;8;2019;2;1.0;69.0;;0
2019-08-15;0;8;2019;3;1.0;70.0;;0
2019-08-16;0;8;2019;4;1.0;71.0;;0
2019-08-17;0;8;2019;5;1.0;72.0;;0
2019-08-18;0;8;2019;6;1.0;73.0;;0
2019-08-19;0;8;2019;0;1.0;74.0;;0
2019-08-20;0;8;2019;1;1.0;75.0;;0
2019-08-21;0;8;2019;2;1.0;76.0;;0
2019-08-22;0;8;2019;3;1.0;77.0;;0
2019-08-23;0;8;2019;4;1.0;78.0;;0
2019-08-24;0;8;2019;5;1.0;79.0;;0
2019-08-25;0;8;2019;6;1.0;80.0;;0
2019-08-26;0;8;2019;0;1.0;81.0;;0
2019-08-27;0;8;2019;1;1.0;82.0;;0
2019-08-28;0;8;2019;2;1.0;83.0;;0
2019-08-29;0;8;2019;3;1.0;84.0;;0
2019-08-30;0;8;2019;4;1.0;85.0;;0
2019-08-31;0;8;2019;5;1.0;86.0;;0
2019-09-01;0;9;2019;6;1.0;87.0;;0
2019-09-02;0;9;2019;0;1.0;88.0;;0
2019-09-03;0;9;2019;1;1.0;89.0;;0
2019-09-04;0;9;2019;2;1.0;90.0;;0
2019-09-05;0;9;2019;3;1.0;91.0;;0
2019-09-06;0;9;2019;4;1.0;92.0;;0
2019-09-07;0;9;2019;5;1.0;93.0;;0
2019-09-08;0;9;2019;6;1.0;94.0;;0
2019-09-09;0;9;2019;0;1.0;95.0;;0
2019-09-10;0;9;2019;1;1.0;96.0;;0
2019-09-11;0;9;2019;2;1.0;97.0;;0
2019-09-12;0;9;2019;3;1.0;98.0;;0
2019-09-13;0;9;2019;4;1.0;99.0;;0
2019-09-14;0;9;2019;5;1.0;100.0;;0
2019-09-15;0;9;2019;6;1.0;101.0;;0
2019-09-16;0;9;2019;0;1.0;102.0;;0
2019-09-17;0;9;2019;1;1.0;103.0;;0
2019-09-18;0;9;2019;2;1.0;104.0;;0
2019-09-19;0;9;2019;3;1.0;105.0;;0
2019-09-20;0;9;2019;4;1.0;106.0;;0
2019-09-21;0;9;2019;5;1.0;107.0;;0
2019-09-22;0;9;2019;6;1.0;108.0;;0
2019-09-23;0;9;2019;0;1.0;109.0;;0
2019-09-24;0;9;2019;1;1.0;110.0;;0
2019-09-25;0;9;2019;2;1.0;111.0;;0
2019-09-26;0;9;2019;3;1.0;112.0;;0
2019-09-27;0;9;2019;4;1.0;113.0;;0
2019-09-28;0;9;2019;5;1.0;114.0;;0
2019-09-29;0;9;2019;6;1.0;115.0;;0
2019-09-30;0;9;2019;0;1.0;116.0;;0
2019-10-01;0;10;2019;1;1.0;117.0;;0
2019-10-02;0;10;2019;2;1.0;118.0;;0
2019-10-03;0;10;2019;3;1.0;119.0;;0
2019-10-04;0;10;2019;4;1.0;120.0;;0
2019-10-05;0;10;2019;5;1.0;121.0;;0
2019-10-06;0;10;2019;6;1.0;122.0;;0
2019-10-07;0;10;2019;0;1.0;123.0;;0
2019-10-08;0;10;2019;1;1.0;124.0;;0
2019-10-09;0;10;2019;2;1.0;125.0;;0
2019-10-10;0;10;2019;3;1.0;126.0;;0
2019-10-11;0;10;2019;4;1.0;127.0;;0
2019-10-12;0;10;2019;5;1.0;128.0;;0
2019-10-13;0;10;2019;6;1.0;129.0;;0
2019-10-14;0;10;2019;0;1.0;130.0;;0
2019-10-15;0;10;2019;1;1.0;131.0;;0
2019-10-16;0;10;2019;2;1.0;132.0;;0
2019-10-17;0;10;2019;3;1.0;133.0;;0
2019-10-18;0;10;2019;4;1.0;134.0;;0
2019-10-19;0;10;2019;5;1.0;135.0;;0
2019-10-20;0;10;2019;6;1.0;136.0;;0
2019-10-21;0;10;2019;0;1.0;137.0;;0
2019-10-22;0;10;2019;1;1.0;138.0;;0
2019-10-23;0;10;2019;2;1.0;139.0;;0
2019-10-24;0;10;2019;3;1.0;140.0;;0
2019-10-25;0;10;2019;4;1.0;141.0;;0
2019-10-26;0;10;2019;5;1.0;142.0;;0
2019-10-27;0;10;2019;6;1.0;143.0;;0
2019-10-28;0;10;2019;0;1.0;144.0;;0
2019-10-29;0;10;2019;1;1.0;145.0;;0
2019-10-30;0;10;2019;2;1.0;146.0;;0
2019-10-31;0;10;2019;3;1.0;147.0;;0
2019-11-01;0;11;2019;4;1.0;148.0;;0
2019-11-02;0;11;2019;5;1.0;149.0;;0
2019-11-03;0;11;2019;6;1.0;150.0;;0
2019-11-04;0;11;2019;0;1.0;151.0;;0
2019-11-05;0;11;2019;1;1.0;152.0;;0
2019-11-06;0;11;2019;2;1.0;153.0;;0
2019-11-07;0;11;2019;3;1.0;154.0;;0
2019-11-08;0;11;2019;4;1.0;155.0;;0
2019-11-09;0;11;2019;5;1.0;156.0;;0
2019-11-10;0;11;2019;6;1.0;157.0;;0
2019-11-11;0;11;2019;0;1.0;158.0;;0
2019-11-12;0;11;2019;1;1.0;159.0;;0
2019-11-13;0;11;2019;2;1.0;160.0;;0
2019-11-14;0;11;2019;3;1.0;161.0;;0
2019-11-15;0;11;2019;4;1.0;162.0;;0
2019-11-16;0;11;2019;5;1.0;163.0;;0
2019-11-17;0;11;2019;6;1.0;164.0;;0
2019-11-18;0;11;2019;0;1.0;165.0;;0
2019-11-19;0;11;2019;1;1.0;166.0;;0
2019-11-20;0;11;2019;2;1.0;167.0;;0
2019-11-21;0;11;2019;3;1.0;168.0;;0
2019-11-22;0;11;2019;4;1.0;169.0;;0
2019-11-23;0;11;2019;5;1.0;170.0;;0
2019-11-24;0;11;2019;6;1.0;171.0;;0
2019-11-25;0;11;2019;0;1.0;172.0;;0
2019-11-26;0;11;2019;1;1.0;173.0;;0
2019-11-27;0;11;2019;2;1.0;174.0;;0
2019-11-28;0;11;2019;3;1.0;175.0;;0
2019-11-29;0;11;2019;4;1.0;176.0;;0
2019-11-30;0;11;2019;5;1.0;177.0;;0
2019-12-01;0;12;2019;6;1.0;178.0;;0
2019-12-02;0;12;2019;0;1.0;179.0;;0
2019-12-03;0;12;2019;1;1.0;180.0;;0
2019-12-04;0;12;2019;2;1.0;181.0;;0
2019-12-05;0;12;2019;3;1.0;182.0;;0
2019-12-06;0;12;2019;4;1.0;183.0;;0
2019-12-07;0;12;2019;5;1.0;184.0;;0
2019-12-08;0;12;2019;6;1.0;185.0;;0
2019-12-09;1;12;2019;0;1.0;186.0;;1
2019-12-10;0;12;2019;1;1.0;1.0;186.0;0
2019-12-11;0;12;2019;2;1.0;2.0;186.0;0
2019-12-12;0;12;2019;3;1.0;3.0;186.0;0
2019-12-13;0;12;2019;4;1.0;4.0;186.0;0
2019-12-14;0;12;2019;5;1.0;5.0;186.0;0
2019-12-15;0;12;2019;6;1.0;6.0;186.0;0
2019-12-16;0;12;2019;0;1.0;7.0;186.0;0
2019-12-17;0;12;2019;1;1.0;8.0;186.0;0
2019-12-18;0;12;2019;2;1.0;9.0;186.0;0
2019-12-19;0;12;2019;3;1.0;10.0;186.0;0
2019-12-20;0;12;2019;4;1.0;11.0;186.0;0
2019-12-21;0;12;2019;5;1.0;12.0;186.0;0
2019-12-22;0;12;2019;6;1.0;13.0;186.0;0
2019-12-23;0;12;2019;0;1.0;14.0;186.0;0
2019-12-24;0;12;2019;1;1.0;15.0;186.0;0
2019-12-25;0;12;2019;2;1.0;16.0;186.0;0
2019-12-26;0;12;2019;3;1.0;17.0;186.0;0
2019-12-27;0;12;2019;4;1.0;18.0;186.0;0
2019-12-28;0;12;2019;5;1.0;19.0;186.0;0
2019-12-29;0;12;2019;6;1.0;20.0;186.0;0
2019-12-30;0;12;2019;0;1.0;21.0;186.0;0
2019-12-31;0;12;2019;1;1.0;22.0;186.0;0
2020-01-01;0;1;2020;2;1.0;23.0;186.0;0
2020-01-02;0;1;2020;3;1.0;24.0;186.0;0
2020-01-03;0;1;2020;4;1.0;25.0;186.0;0
2020-01-04;0;1;2020;5;1.0;26.0;186.0;0
2020-01-05;0;1;2020;6;1.0;27.0;186.0;0
2020-01-06;0;1;2020;0;1.0;28.0;186.0;0
2020-01-07;0;1;2020;1;1.0;29.0;186.0;0
2020-01-08;0;1;2020;2;1.0;30.0;186.0;0
2020-01-09;0;1;2020;3;1.0;31.0;186.0;0
2020-01-10;0;1;2020;4;1.0;32.0;186.0;0
2020-01-11;0;1;2020;5;1.0;33.0;186.0;0
2020-01-12;0;1;2020;6;1.0;34.0;186.0;0
2020-01-13;0;1;2020;0;1.0;35.0;186.0;0
2020-01-14;0;1;2020;1;1.0;36.0;186.0;0
2020-01-15;0;1;2020;2;1.0;37.0;186.0;0
2020-01-16;0;1;2020;3;1.0;38.0;186.0;0
2020-01-17;0;1;2020;4;1.0;39.0;186.0;0
2020-01-18;0;1;2020;5;1.0;40.0;186.0;0
2020-01-19;0;1;2020;6;1.0;41.0;186.0;0
2020-01-20;0;1;2020;0;1.0;42.0;186.0;0
2020-01-21;0;1;2020;1;1.0;43.0;186.0;0
2020-01-22;0;1;2020;2;1.0;44.0;186.0;0
2020-01-23;0;1;2020;3;1.0;45.0;186.0;0
2020-01-24;0;1;2020;4;1.0;46.0;186.0;0
2020-01-25;0;1;2020;5;1.0;47.0;186.0;0
2020-01-26;0;1;2020;6;1.0;48.0;186.0;0
2020-01-27;0;1;2020;0;1.0;49.0;186.0;0
2020-01-28;0;1;2020;1;1.0;50.0;186.0;0
2020-01-29;0;1;2020;2;1.0;51.0;186.0;0
2020-01-30;0;1;2020;3;1.0;52.0;186.0;0
2020-01-31;0;1;2020;4;1.0;53.0;186.0;0
2020-02-01;0;2;2020;5;1.0;54.0;186.0;0
2020-02-02;0;2;2020;6;1.0;55.0;186.0;0
2020-02-03;0;2;2020;0;1.0;56.0;186.0;0
2020-02-04;0;2;2020;1;1.0;57.0;186.0;0
2020-02-05;0;2;2020;2;1.0;58.0;186.0;0
2020-02-06;0;2;2020;3;1.0;59.0;186.0;0
2020-02-07;0;2;2020;4;1.0;60.0;186.0;0
2020-02-08;0;2;2020;5;1.0;61.0;186.0;0
2020-02-09;0;2;2020;6;1.0;62.0;186.0;0
2020-02-10;0;2;2020;0;1.0;63.0;186.0;0
2020-02-11;0;2;2020;1;1.0;64.0;186.0;0
2020-02-12;0;2;2020;2;1.0;65.0;186.0;0
2020-02-13;0;2;2020;3;1.0;66.0;186.0;0
2020-02-14;0;2;2020;4;1.0;67.0;186.0;0
2020-02-15;0;2;2020;5;1.0;68.0;186.0;0
2020-02-16;0;2;2020;6;1.0;69.0;186.0;0
2020-02-17;0;2;2020;0;1.0;70.0;186.0;0
2020-02-18;0;2;2020;1;1.0;71.0;186.0;0
2020-02-19;0;2;2020;2;1.0;72.0;186.0;0
2020-02-20;0;2;2020;3;1.0;73.0;186.0;0
2020-02-21;0;2;2020;4;1.0;74.0;186.0;0
2020-02-22;0;2;2020;5;1.0;75.0;186.0;0
2020-02-23;0;2;2020;6;1.0;76.0;186.0;0
2020-02-24;0;2;2020;0;1.0;77.0;186.0;0
2020-02-25;0;2;2020;1;1.0;78.0;186.0;0
2020-02-26;0;2;2020;2;1.0;79.0;186.0;0
2020-02-27;0;2;2020;3;1.0;80.0;186.0;0
2020-02-28;0;2;2020;4;1.0;81.0;186.0;0
2020-02-29;0;2;2020;5;1.0;82.0;186.0;0
2020-03-01;0;3;2020;6;1.0;83.0;186.0;0
2020-03-02;0;3;2020;0;1.0;84.0;186.0;0
2020-03-03;0;3;2020;1;1.0;85.0;186.0;0
2020-03-04;0;3;2020;2;1.0;86.0;186.0;0
2020-03-05;0;3;2020;3;1.0;87.0;186.0;0
2020-03-06;0;3;2020;4;1.0;88.0;186.0;0
2020-03-07;0;3;2020;5;1.0;89.0;186.0;0
2020-03-08;0;3;2020;6;1.0;90.0;186.0;0
2020-03-09;0;3;2020;0;1.0;91.0;186.0;0
2020-03-10;0;3;2020;1;1.0;92.0;186.0;0
2020-03-11;0;3;2020;2;1.0;93.0;186.0;0
2020-03-12;0;3;2020;3;1.0;94.0;186.0;0
2020-03-13;0;3;2020;4;1.0;95.0;186.0;0
2020-03-14;0;3;2020;5;1.0;96.0;186.0;0
2020-03-15;0;3;2020;6;1.0;97.0;186.0;0
2020-03-16;0;3;2020;0;1.0;98.0;186.0;0
2020-03-17;0;3;2020;1;1.0;99.0;186.0;0
2020-03-18;0;3;2020;2;1.0;100.0;186.0;0
2020-03-19;0;3;2020;3;1.0;101.0;186.0;0
2020-03-20;0;3;2020;4;1.0;102.0;186.0;0
2020-03-21;0;3;2020;5;1.0;103.0;186.0;0
2020-03-22;0;3;2020;6;1.0;104.0;186.0;0
2020-03-23;0;3;2020;0;1.0;105.0;186.0;0
2020-03-24;0;3;2020;1;1.0;106.0;186.0;0
2020-03-25;0;3;2020;2;1.0;107.0;186.0;0
2020-03-26;0;3;2020;3;1.0;108.0;186.0;0
2020-03-27;0;3;2020;4;1.0;109.0;186.0;0
2020-03-28;0;3;2020;5;1.0;110.0;186.0;0
2020-03-29;0;3;2020;6;1.0;111.0;186.0;0
2020-03-30;0;3;2020;0;1.0;112.0;186.0;0
2020-03-31;0;3;2020;1;1.0;113.0;186.0;0
2020-04-01;0;4;2020;2;1.0;114.0;186.0;0
2020-04-02;0;4;2020;3;1.0;115.0;186.0;0
2020-04-03;0;4;2020;4;1.0;116.0;186.0;0
2020-04-04;0;4;2020;5;1.0;117.0;186.0;0
2020-04-05;0;4;2020;6;1.0;118.0;186.0;0
2020-04-06;0;4;2020;0;1.0;119.0;186.0;0
2020-04-07;0;4;2020;1;1.0;120.0;186.0;0
2020-04-08;0;4;2020;2;1.0;121.0;186.0;0
2020-04-09;0;4;2020;3;1.0;122.0;186.0;0
2020-04-10;0;4;2020;4;1.0;123.0;186.0;0
2020-04-11;0;4;2020;5;1.0;124.0;186.0;0
2020-04-12;0;4;2020;6;1.0;125.0;186.0;0
2020-04-13;0;4;2020;0;1.0;126.0;186.0;0
2020-04-14;0;4;2020;1;1.0;127.0;186.0;0
2020-04-15;0;4;2020;2;1.0;128.0;186.0;0
2020-04-16;0;4;2020;3;1.0;129.0;186.0;0
2020-04-17;0;4;2020;4;1.0;130.0;186.0;0
2020-04-18;0;4;2020;5;1.0;131.0;186.0;0
2020-04-19;0;4;2020;6;1.0;132.0;186.0;0
2020-04-20;0;4;2020;0;1.0;133.0;186.0;0
2020-04-21;0;4;2020;1;1.0;134.0;186.0;0
2020-04-22;0;4;2020;2;1.0;135.0;186.0;0
2020-04-23;0;4;2020;3;1.0;136.0;186.0;0
2020-04-24;0;4;2020;4;1.0;137.0;186.0;0
2020-04-25;0;4;2020;5;1.0;138.0;186.0;0
2020-04-26;0;4;2020;6;1.0;139.0;186.0;0
2020-04-27;0;4;2020;0;1.0;140.0;186.0;0
2020-04-28;0;4;2020;1;1.0;141.0;186.0;0
2020-04-29;0;4;2020;2;1.0;142.0;186.0;0
2020-04-30;0;4;2020;3;1.0;143.0;186.0;0
2020-05-01;0;5;2020;4;1.0;144.0;186.0;0
2020-05-02;0;5;2020;5;1.0;145.0;186.0;0
2020-05-03;0;5;2020;6;1.0;146.0;186.0;0
2020-05-04;0;5;2020;0;1.0;147.0;186.0;0
2020-05-05;0;5;2020;1;1.0;148.0;186.0;0
2020-05-06;0;5;2020;2;1.0;149.0;186.0;0
2020-05-07;0;5;2020;3;1.0;150.0;186.0;0
2020-05-08;0;5;2020;4;1.0;151.0;186.0;0
2020-05-09;0;5;2020;5;1.0;152.0;186.0;0
2020-05-10;0;5;2020;6;1.0;153.0;186.0;0
2020-05-11;0;5;2020;0;1.0;154.0;186.0;0
2020-05-12;0;5;2020;1;1.0;155.0;186.0;0
2020-05-13;0;5;2020;2;1.0;156.0;186.0;0
2020-05-14;0;5;2020;3;1.0;157.0;186.0;0
2020-05-15;0;5;2020;4;1.0;158.0;186.0;0
2020-05-16;0;5;2020;5;1.0;159.0;186.0;0
2020-05-17;0;5;2020;6;1.0;160.0;186.0;0
2020-05-18;0;5;2020;0;1.0;161.0;186.0;0
2020-05-19;0;5;2020;1;1.0;162.0;186.0;0
2020-05-20;0;5;2020;2;1.0;163.0;186.0;0
2020-05-21;0;5;2020;3;1.0;164.0;186.0;0
2020-05-22;1;5;2020;4;1.0;165.0;186.0;1
2020-05-23;0;5;2020;5;1.0;1.0;165.0;0
2020-05-24;0;5;2020;6;1.0;2.0;165.0;0
2020-05-25;0;5;2020;0;1.0;3.0;165.0;0
2020-05-26;0;5;2020;1;1.0;4.0;165.0;0
2020-05-27;0;5;2020;2;1.0;5.0;165.0;0
2020-05-28;0;5;2020;3;1.0;6.0;165.0;0
2020-05-29;0;5;2020;4;1.0;7.0;165.0;0
2020-05-30;0;5;2020;5;1.0;8.0;165.0;0
2020-05-31;0;5;2020;6;1.0;9.0;165.0;0
2020-06-01;0;6;2020;0;1.0;10.0;165.0;0
2020-06-02;0;6;2020;1;1.0;11.0;165.0;0
2020-06-03;0;6;2020;2;1.0;12.0;165.0;0
2020-06-04;0;6;2020;3;1.0;13.0;165.0;0
2020-06-05;0;6;2020;4;1.0;14.0;165.0;0
2020-06-06;0;6;2020;5;1.0;15.0;165.0;0
2020-06-07;0;6;2020;6;1.0;16.0;165.0;0
2020-06-08;0;6;2020;0;1.0;17.0;165.0;0
2020-06-09;0;6;2020;1;1.0;18.0;165.0;0
2020-06-10;0;6;2020;2;1.0;19.0;165.0;0
2020-06-11;0;6;2020;3;1.0;20.0;165.0;0
2020-06-12;0;6;2020;4;1.0;21.0;165.0;0
2020-06-13;0;6;2020;5;1.0;22.0;165.0;0
2020-06-14;0;6;2020;6;1.0;23.0;165.0;0
2020-06-15;0;6;2020;0;1.0;24.0;165.0;0
2020-06-16;0;6;2020;1;1.0;25.0;165.0;0
2020-06-17;0;6;2020;2;1.0;26.0;165.0;0
2020-06-18;0;6;2020;3;1.0;27.0;165.0;0
2020-06-19;0;6;2020;4;1.0;28.0;165.0;0
2020-06-20;0;6;2020;5;1.0;29.0;165.0;0
2020-06-21;0;6;2020;6;1.0;30.0;165.0;0
2020-06-22;0;6;2020;0;1.0;31.0;165.0;0
2020-06-23;0;6;2020;1;1.0;32.0;165.0;0
2020-06-24;0;6;2020;2;1.0;33.0;165.0;0
2020-06-25;0;6;2020;3;1.0;34.0;165.0;0
2020-06-26;0;6;2020;4;1.0;35.0;165.0;0
2020-06-27;0;6;2020;5;1.0;36.0;165.0;0
2020-06-28;0;6;2020;6;1.0;37.0;165.0;0
2020-06-29;0;6;2020;0;1.0;38.0;165.0;0
2020-06-30;0;6;2020;1;1.0;39.0;165.0;0
2020-07-01;0;7;2020;2;1.0;40.0;165.0;0
2020-07-02;0;7;2020;3;1.0;41.0;165.0;0
2020-07-03;0;7;2020;4;1.0;42.0;165.0;0
2020-07-04;0;7;2020;5;1.0;43.0;165.0;0
2020-07-05;0;7;2020;6;1.0;44.0;165.0;0
2020-07-06;0;7;2020;0;1.0;45.0;165.0;0
2020-07-07;0;7;2020;1;1.0;46.0;165.0;0
2020-07-08;0;7;2020;2;1.0;47.0;165.0;0
2020-07-09;0;7;2020;3;1.0;48.0;165.0;0
2020-07-10;0;7;2020;4;1.0;49.0;165.0;0
2020-07-11;0;7;2020;5;1.0;50.0;165.0;0
2020-07-12;0;7;2020;6;1.0;51.0;165.0;0
2020-07-13;0;7;2020;0;1.0;52.0;165.0;0
2020-07-14;0;7;2020;1;1.0;53.0;165.0;0
2020-07-15;0;7;2020;2;1.0;54.0;165.0;0
2020-07-16;0;7;2020;3;1.0;55.0;165.0;0
2020-07-17;0;7;2020;4;1.0;56.0;165.0;0
2020-07-18;0;7;2020;5;1.0;57.0;165.0;0
2020-07-19;0;7;2020;6;1.0;58.0;165.0;0
2020-07-20;0;7;2020;0;1.0;59.0;165.0;0
2020-07-21;0;7;2020;1;1.0;60.0;165.0;0
2020-07-22;0;7;2020;2;1.0;61.0;165.0;0
2020-07-23;0;7;2020;3;1.0;62.0;165.0;0
2020-07-24;0;7;2020;4;1.0;63.0;165.0;0
2020-07-25;0;7;2020;5;1.0;64.0;165.0;0
2020-07-26;0;7;2020;6;1.0;65.0;165.0;0
2020-07-27;0;7;2020;0;1.0;66.0;165.0;0
2020-07-28;0;7;2020;1;1.0;67.0;165.0;0
2020-07-29;0;7;2020;2;1.0;68.0;165.0;0
2020-07-30;0;7;2020;3;1.0;69.0;165.0;0
2020-07-31;0;7;2020;4;1.0;70.0;165.0;0
2020-08-01;0;8;2020;5;1.0;71.0;165.0;0
2020-08-02;0;8;2020;6;1.0;72.0;165.0;0
2020-08-03;0;8;2020;0;1.0;73.0;165.0;0
2020-08-04;0;8;2020;1;1.0;74.0;165.0;0
2020-08-05;0;8;2020;2;1.0;75.0;165.0;0
2020-08-06;0;8;2020;3;1.0;76.0;165.0;0
2020-08-07;0;8;2020;4;1.0;77.0;165.0;0
2020-08-08;0;8;2020;5;1.0;78.0;165.0;0
2020-08-09;0;8;2020;6;1.0;79.0;165.0;0
2020-08-10;0;8;2020;0;1.0;80.0;165.0;0
2020-08-11;0;8;2020;1;1.0;81.0;165.0;0
2020-08-12;0;8;2020;2;1.0;82.0;165.0;0
2020-08-13;0;8;2020;3;1.0;83.0;165.0;0
2020-08-14;0;8;2020;4;1.0;84.0;165.0;0
2020-08-15;0;8;2020;5;1.0;85.0;165.0;0
2020-08-16;0;8;2020;6;1.0;86.0;165.0;0
2020-08-17;0;8;2020;0;1.0;87.0;165.0;0
2020-08-18;0;8;2020;1;1.0;88.0;165.0;0
2020-08-19;0;8;2020;2;1.0;89.0;165.0;0
2020-08-20;0;8;2020;3;1.0;90.0;165.0;0
2020-08-21;0;8;2020;4;1.0;91.0;165.0;0
2020-08-22;0;8;2020;5;1.0;92.0;165.0;0
2020-08-23;0;8;2020;6;1.0;93.0;165.0;0
2020-08-24;0;8;2020;0;1.0;94.0;165.0;0
2020-08-25;0;8;2020;1;1.0;95.0;165.0;0
2020-08-26;0;8;2020;2;1.0;96.0;165.0;0
2020-08-27;0;8;2020;3;1.0;97.0;165.0;0
2020-08-28;0;8;2020;4;1.0;98.0;165.0;0
2020-08-29;0;8;2020;5;1.0;99.0;165.0;0
2020-08-30;0;8;2020;6;1.0;100.0;165.0;0
2020-08-31;0;8;2020;0;1.0;101.0;165.0;0
2020-09-01;0;9;2020;1;1.0;102.0;165.0;0
2020-09-02;0;9;2020;2;1.0;103.0;165.0;0
2020-09-03;0;9;2020;3;1.0;104.0;165.0;0
2020-09-04;0;9;2020;4;1.0;105.0;165.0;0
2020-09-05;0;9;2020;5;1.0;106.0;165.0;0
2020-09-06;0;9;2020;6;1.0;107.0;165.0;0
2020-09-07;0;9;2020;0;1.0;108.0;165.0;0
2020-09-08;0;9;2020;1;1.0;109.0;165.0;0
2020-09-09;0;9;2020;2;1.0;110.0;165.0;0
2020-09-10;0;9;2020;3;1.0;111.0;165.0;0
2020-09-11;0;9;2020;4;1.0;112.0;165.0;0
2020-09-12;0;9;2020;5;1.0;113.0;165.0;0
2020-09-13;0;9;2020;6;1.0;114.0;165.0;0
2020-09-14;0;9;2020;0;1.0;115.0;165.0;0
2020-09-15;0;9;2020;1;1.0;116.0;165.0;0
2020-09-16;0;9;2020;2;1.0;117.0;165.0;0
2020-09-17;0;9;2020;3;1.0;118.0;165.0;0
2020-09-18;0;9;2020;4;1.0;119.0;165.0;0
2020-09-19;0;9;2020;5;1.0;120.0;165.0;0
2020-09-20;0;9;2020;6;1.0;121.0;165.0;0
2020-09-21;0;9;2020;0;1.0;122.0;165.0;0
2020-09-22;0;9;2020;1;1.0;123.0;165.0;0
2020-09-23;0;9;2020;2;1.0;124.0;165.0;0
2020-09-24;0;9;2020;3;1.0;125.0;165.0;0
2020-09-25;0;9;2020;4;1.0;126.0;165.0;0
2020-09-26;0;9;2020;5;1.0;127.0;165.0;0
2020-09-27;0;9;2020;6;1.0;128.0;165.0;0
2020-09-28;0;9;2020;0;1.0;129.0;165.0;0
